,pickup_datetime,dateandhour,trip_miles,trip_time,trip_minutes,base_passenger_fare,driver_pay,hour,temp,precipitation,tips
613384,2022-04-04 14:02:18-04:00,2022-04-04 14,2.37,1009,16.816666666666666,30.63,20.69,14,52.1,0.0,7.4
2302072,2022-04-08 14:58:57-04:00,2022-04-08 14,11.27,3316,55.266666666666666,78.5,54.62,14,59.7,0.0,0.0
2894550,2022-04-09 18:15:31-04:00,2022-04-09 18,3.61,1148,19.133333333333333,35.56,19.39,18,52.1,0.0,0.0
810510,2022-04-05 03:06:17-04:00,2022-04-05 03,4.42,982,16.366666666666667,15.33,13.83,3,41.9,0.0,0.0
2514106,2022-04-08 22:18:11-04:00,2022-04-08 22,1.07,363,6.05,7.91,5.44,22,51.5,0.0,0.0
1824120,2022-04-07 15:28:22-04:00,2022-04-07 15,1.04,327,5.45,8.27,5.4,15,50.3,3.6,0.0
243964,2022-04-03 14:22:24-04:00,2022-04-03 14,4.58,1414,23.566666666666666,24.86,21.3,14,44.4,0.3,0.0
1940294,2022-04-07 18:13:36-04:00,2022-04-07 18,1.06,382,6.366666666666666,8.29,6.39,18,51.2,0.9,0.0
1349894,2022-04-06 12:37:51-04:00,2022-04-06 12,0.92,980,16.333333333333332,11.57,11.23,12,50.9,0.1,0.0
2496567,2022-04-08 22:41:22-04:00,2022-04-08 22,1.1,423,7.05,8.42,6.37,22,51.5,0.0,0.0
2373508,2022-04-08 17:17:26-04:00,2022-04-08 17,45.8,5448,90.8,147.84,114.17,17,58.2,0.0,24.51
1781414,2022-04-07 13:02:18-04:00,2022-04-07 13,1.22,895,14.916666666666666,7.17,9.31,13,48.8,0.1,0.0
1698468,2022-04-07 09:22:30-04:00,2022-04-07 09,1.14,467,7.783333333333333,9.49,6.31,9,48.0,0.0,0.0
1133868,2022-04-05 22:48:09-04:00,2022-04-05 22,1.58,507,8.45,9.43,13.49,22,47.9,0.3,0.0
2557490,2022-04-09 00:17:35-04:00,2022-04-09 00,0.39,222,3.7,14.23,14.59,0,50.8,0.0,0.0
666938,2022-04-04 17:43:18-04:00,2022-04-04 17,1.05,300,5.0,8.94,5.81,17,51.8,0.0,0.0
1015070,2022-04-05 16:19:48-04:00,2022-04-05 16,1.61,950,15.833333333333334,11.18,11.12,16,50.9,0.0,0.0
2741093,2022-04-09 12:41:54-04:00,2022-04-09 12,7.63,1399,23.316666666666666,28.26,23.92,12,51.5,0.2,0.0
747107,2022-04-04 21:24:03-04:00,2022-04-04 21,6.4,944,15.733333333333333,24.48,20.54,21,48.9,0.0,0.0
2043373,2022-04-07 22:31:08-04:00,2022-04-07 22,14.29,2315,38.583333333333336,58.42,42.29,22,52.6,4.2,0.0
555660,2022-04-04 10:14:25-04:00,2022-04-04 10,0.81,364,6.066666666666666,8.27,5.4,10,48.0,0.0,0.0
907832,2022-04-05 10:17:17-04:00,2022-04-05 10,1.77,1432,23.866666666666667,22.04,15.2,10,49.9,0.0,0.0
1624771,2022-04-07 05:51:20-04:00,2022-04-07 05,1.7,519,8.65,17.73,15.67,5,46.6,0.0,0.0
2607951,2022-04-09 02:53:03-04:00,2022-04-09 02,3.71,538,8.966666666666667,11.1,9.36,2,50.4,0.1,3.0
1867722,2022-04-07 16:28:37-04:00,2022-04-07 16,1.06,386,6.433333333333334,15.56,7.17,16,50.6,2.9,3.0
1749432,2022-04-07 11:17:56-04:00,2022-04-07 11,0.71,452,7.533333333333333,10.6,7.25,11,48.1,0.2,0.0
2827620,2022-04-09 16:58:57-04:00,2022-04-09 16,1.04,756,12.6,11.69,7.94,16,54.0,0.1,0.0
1454044,2022-04-06 17:42:04-04:00,2022-04-06 17,1.79,1679,27.983333333333334,20.45,16.89,17,51.1,0.0,5.12
44847,2022-04-03 01:54:56-04:00,2022-04-03 01,4.06,1063,17.716666666666665,21.74,15.09,1,42.6,0.0,0.0
429791,2022-04-03 23:50:45-04:00,2022-04-03 23,9.15,1175,19.583333333333332,27.54,43.98,23,41.5,0.0,0.0
2327690,2022-04-08 16:48:06-04:00,2022-04-08 16,1.23,839,13.983333333333333,15.16,10.86,16,60.2,0.0,0.0
137274,2022-04-03 09:44:35-04:00,2022-04-03 09,6.84,959,15.983333333333333,21.09,17.32,9,45.1,1.2,0.0
55317,2022-04-03 02:15:52-04:00,2022-04-03 02,1.72,344,5.733333333333333,8.81,7.14,2,42.4,0.0,0.0
482278,2022-04-04 07:13:18-04:00,2022-04-04 07,9.66,2073,34.55,39.93,30.89,7,42.2,0.0,0.0
641153,2022-04-04 15:41:23-04:00,2022-04-04 15,0.87,529,8.816666666666666,8.27,5.9,15,52.5,0.0,0.0
2875217,2022-04-09 17:55:12-04:00,2022-04-09 17,11.89,3601,60.016666666666666,48.38,48.76,17,52.2,0.0,0.0
1696008,2022-04-07 09:58:26-04:00,2022-04-07 09,1.82,774,12.9,13.39,10.08,9,48.0,0.0,5.0
2316007,2022-04-08 15:50:21-04:00,2022-04-08 15,7.87,2708,45.13333333333333,40.13,37.52,15,60.2,0.0,0.0
2779735,2022-04-09 13:47:01-04:00,2022-04-09 13,5.18,1661,27.683333333333334,61.25,33.69,13,52.0,0.2,2.0
1296967,2022-04-06 09:30:38-04:00,2022-04-06 09,1.79,888,14.8,12.6,16.29,9,48.4,0.5,0.0
1180721,2022-04-06 01:40:55-04:00,2022-04-06 01,23.43,2120,35.333333333333336,72.92,53.39,1,46.6,1.2,0.0
570791,2022-04-04 11:24:15-04:00,2022-04-04 11,0.55,237,3.95,7.44,5.39,11,49.4,0.0,0.0
1768382,2022-04-07 12:25:14-04:00,2022-04-07 12,0.9,601,10.016666666666667,8.27,6.34,12,48.3,0.2,0.0
660884,2022-04-04 16:09:17-04:00,2022-04-04 16,17.29,2280,38.0,91.46,64.89,16,52.6,0.0,0.0
594652,2022-04-04 13:13:50-04:00,2022-04-04 13,9.21,1379,22.983333333333334,47.61,39.77,13,51.4,0.0,0.0
1608105,2022-04-07 01:36:06-04:00,2022-04-07 01,6.86,932,15.533333333333333,23.08,16.22,1,47.7,0.0,0.0
2970748,2022-04-09 21:23:04-04:00,2022-04-09 21,1.74,543,9.05,23.27,13.68,21,49.6,0.0,0.0
1589658,2022-04-06 23:40:21-04:00,2022-04-06 23,12.38,1853,30.883333333333333,38.86,30.76,23,48.7,0.0,0.0
1466452,2022-04-06 18:46:02-04:00,2022-04-06 18,1.51,370,6.166666666666667,9.95,8.14,18,50.5,0.0,1.0
1632442,2022-04-07 06:16:21-04:00,2022-04-07 06,15.03,1847,30.783333333333335,45.85,33.75,6,46.5,0.0,0.0
2443696,2022-04-08 20:30:27-04:00,2022-04-08 20,8.94,1825,30.416666666666668,43.34,33.98,20,54.5,0.0,0.0
1377555,2022-04-06 13:56:45-04:00,2022-04-06 13,2.86,1037,17.283333333333335,16.2,12.46,13,51.2,0.0,0.0
1865368,2022-04-07 16:58:00-04:00,2022-04-07 16,1.28,818,13.633333333333333,21.57,13.2,16,50.6,2.9,0.0
1890239,2022-04-07 17:23:44-04:00,2022-04-07 17,4.69,1039,17.316666666666666,22.93,17.92,17,51.3,1.5,0.0
1074596,2022-04-05 19:33:22-04:00,2022-04-05 19,1.62,604,10.066666666666666,11.61,8.15,19,49.2,0.0,0.0
709122,2022-04-04 19:40:56-04:00,2022-04-04 19,7.85,1210,20.166666666666668,22.85,20.96,19,50.9,0.0,0.0
1586905,2022-04-06 23:25:21-04:00,2022-04-06 23,0.74,346,5.766666666666667,6.47,6.62,23,48.7,0.0,0.0
781893,2022-04-04 23:39:57-04:00,2022-04-04 23,1.87,348,5.8,8.27,5.4,23,46.0,0.0,0.0
1874165,2022-04-07 16:22:00-04:00,2022-04-07 16,3.61,1959,32.65,45.61,26.29,16,50.6,2.9,0.0
1133953,2022-04-05 22:01:36-04:00,2022-04-05 22,10.34,1658,27.633333333333333,34.21,30.03,22,47.9,0.3,3.82
2138150,2022-04-08 06:20:52-04:00,2022-04-08 06,1.13,412,6.866666666666666,8.0,5.78,6,48.7,0.0,0.0
1627679,2022-04-07 05:10:17-04:00,2022-04-07 05,11.13,1553,25.883333333333333,44.62,31.25,5,46.6,0.0,0.0
1498100,2022-04-06 19:31:23-04:00,2022-04-06 19,1.47,621,10.35,11.64,7.26,19,50.3,0.0,3.0
2703251,2022-04-09 10:04:06-04:00,2022-04-09 10,1.76,507,8.45,11.01,8.56,10,50.6,0.1,0.0
563935,2022-04-04 11:49:52-04:00,2022-04-04 11,1.96,820,13.666666666666666,12.27,9.5,11,49.4,0.0,0.0
696521,2022-04-04 18:16:45-04:00,2022-04-04 18,17.89,2541,42.35,48.89,43.17,18,51.5,0.0,0.0
1086350,2022-04-05 19:28:30-04:00,2022-04-05 19,6.65,1481,24.683333333333334,22.56,23.73,19,49.2,0.0,0.0
1590507,2022-04-06 23:34:15-04:00,2022-04-06 23,13.4,1432,23.866666666666667,33.11,28.19,23,48.7,0.0,7.4
123909,2022-04-03 08:46:51-04:00,2022-04-03 08,2.5,852,14.2,11.03,10.42,8,43.9,0.1,0.0
1829572,2022-04-07 15:56:17-04:00,2022-04-07 15,0.42,322,5.366666666666666,9.1,5.39,15,50.3,3.6,0.0
2576386,2022-04-09 00:55:46-04:00,2022-04-09 00,2.46,668,11.133333333333333,13.83,9.31,0,50.8,0.0,0.0
1203875,2022-04-06 06:36:02-04:00,2022-04-06 06,2.23,679,11.316666666666666,16.28,8.81,6,47.3,2.1,5.0
6916,2022-04-03 00:47:21-04:00,2022-04-03 00,1.47,547,9.116666666666667,10.72,6.69,0,43.1,0.0,5.0
540054,2022-04-04 09:05:10-04:00,2022-04-04 09,8.12,3212,53.53333333333333,36.77,38.64,9,45.4,0.0,0.0
1107794,2022-04-05 20:26:58-04:00,2022-04-05 20,0.82,521,8.683333333333334,16.26,12.74,20,48.9,0.0,2.0
1898137,2022-04-07 17:40:07-04:00,2022-04-07 17,1.59,1020,17.0,29.47,19.07,17,51.3,1.5,0.0
1945082,2022-04-07 19:35:15-04:00,2022-04-07 19,5.78,1543,25.716666666666665,45.09,33.82,19,51.4,1.8,0.0
100670,2022-04-03 05:17:25-04:00,2022-04-03 05,8.85,1862,31.033333333333335,48.56,42.58,5,42.2,0.0,0.0
1071875,2022-04-05 19:43:33-04:00,2022-04-05 19,2.01,624,10.4,18.27,13.55,19,49.2,0.0,0.0
1856188,2022-04-07 16:14:36-04:00,2022-04-07 16,3.27,701,11.683333333333334,15.12,10.1,16,50.6,2.9,0.0
117240,2022-04-03 07:22:40-04:00,2022-04-03 07,1.72,551,9.183333333333334,10.44,7.14,7,42.6,0.0,0.0
565627,2022-04-04 11:50:44-04:00,2022-04-04 11,1.02,261,4.35,10.38,8.55,11,49.4,0.0,1.0
2261475,2022-04-08 12:42:40-04:00,2022-04-08 12,4.63,1680,28.0,26.2,23.26,12,57.9,0.0,0.0
1573623,2022-04-06 22:22:07-04:00,2022-04-06 22,3.47,846,14.1,13.03,26.5,22,48.9,0.0,3.0
471509,2022-04-04 06:45:30-04:00,2022-04-04 06,11.77,2244,37.4,46.1,34.16,6,40.7,0.0,0.0
608057,2022-04-04 13:56:04-04:00,2022-04-04 13,1.47,1002,16.7,14.06,10.59,13,51.4,0.0,0.0
1420068,2022-04-06 16:15:36-04:00,2022-04-06 16,1.75,763,12.716666666666667,13.37,8.76,16,51.4,0.0,0.0
2836252,2022-04-09 16:49:02-04:00,2022-04-09 16,3.94,1987,33.11666666666667,28.01,22.1,16,54.0,0.1,0.0
2594982,2022-04-09 01:54:19-04:00,2022-04-09 01,3.02,1108,18.466666666666665,20.75,19.63,1,50.6,0.0,0.0
2171598,2022-04-08 08:29:31-04:00,2022-04-08 08,1.37,417,6.95,8.94,5.52,8,50.7,0.0,0.0
1502822,2022-04-06 19:43:35-04:00,2022-04-06 19,9.37,1236,20.6,34.08,22.91,19,50.3,0.0,0.0
949079,2022-04-05 13:52:57-04:00,2022-04-05 13,1.64,1362,22.7,15.95,14.1,13,52.5,0.0,3.0
1372032,2022-04-06 13:35:19-04:00,2022-04-06 13,3.59,1579,26.316666666666666,26.99,23.97,13,51.2,0.0,6.04
2304415,2022-04-08 15:40:11-04:00,2022-04-08 15,10.36,3807,63.45,66.57,49.31,15,60.2,0.0,0.0
307611,2022-04-03 17:38:15-04:00,2022-04-03 17,2.07,517,8.616666666666667,11.36,6.96,17,46.7,0.0,2.0
197983,2022-04-03 12:22:44-04:00,2022-04-03 12,1.21,388,6.466666666666667,9.1,8.38,12,45.8,0.7,1.0
254455,2022-04-03 14:50:01-04:00,2022-04-03 14,1.07,467,7.783333333333333,9.44,8.08,14,44.4,0.3,0.0
1576020,2022-04-06 22:54:29-04:00,2022-04-06 22,1.79,683,11.383333333333333,12.26,11.33,22,48.9,0.0,0.0
246886,2022-04-03 14:52:15-04:00,2022-04-03 14,1.34,482,8.033333333333333,8.84,6.26,14,44.4,0.3,0.0
632763,2022-04-04 15:28:00-04:00,2022-04-04 15,9.63,2485,41.416666666666664,43.82,33.26,15,52.5,0.0,12.38
1794405,2022-04-07 13:44:59-04:00,2022-04-07 13,5.93,2174,36.233333333333334,27.09,26.06,13,48.8,0.1,0.0
1254808,2022-04-06 08:49:17-04:00,2022-04-06 08,6.36,1369,22.816666666666666,25.81,19.46,8,48.1,1.8,0.0
1020626,2022-04-05 16:21:58-04:00,2022-04-05 16,1.25,533,8.883333333333333,10.2,7.91,16,50.9,0.0,0.0
3051041,2022-04-09 23:01:40-04:00,2022-04-09 23,1.36,594,9.9,17.47,14.52,23,47.6,0.0,0.0
1829183,2022-04-07 15:53:32-04:00,2022-04-07 15,1.84,573,9.55,15.91,8.7,15,50.3,3.6,0.0
252732,2022-04-03 14:26:43-04:00,2022-04-03 14,0.6,373,6.216666666666667,8.27,8.32,14,44.4,0.3,1.0
593220,2022-04-04 12:38:36-04:00,2022-04-04 12,0.88,359,5.983333333333333,8.27,5.4,12,51.1,0.0,0.0
1521927,2022-04-06 20:34:43-04:00,2022-04-06 20,8.8,1232,20.533333333333335,21.59,21.14,20,50.0,0.0,0.0
1767027,2022-04-07 12:39:03-04:00,2022-04-07 12,1.31,620,10.333333333333334,15.66,8.62,12,48.3,0.2,0.0
1203473,2022-04-06 06:16:17-04:00,2022-04-06 06,16.83,2254,37.56666666666667,56.55,39.54,6,47.3,2.1,0.0
2113487,2022-04-08 03:20:05-04:00,2022-04-08 03,0.92,308,5.133333333333334,7.91,5.4,3,50.9,0.0,0.0
828439,2022-04-05 06:13:33-04:00,2022-04-05 06,1.48,899,14.983333333333333,11.68,9.7,6,41.4,0.0,3.0
1616134,2022-04-07 02:34:48-04:00,2022-04-07 02,17.88,2327,38.78333333333333,44.57,48.74,2,47.5,0.0,3.0
451516,2022-04-04 02:45:57-04:00,2022-04-04 02,7.04,785,13.083333333333334,21.38,15.1,2,41.3,0.0,0.0
850537,2022-04-05 07:36:56-04:00,2022-04-05 07,9.0,3615,60.25,65.98,44.08,7,42.6,0.0,16.78
894676,2022-04-05 09:00:55-04:00,2022-04-05 09,1.55,561,9.35,11.55,10.45,9,46.6,0.0,0.0
955310,2022-04-05 13:41:46-04:00,2022-04-05 13,0.84,856,14.266666666666667,10.98,8.82,13,52.5,0.0,0.0
1792560,2022-04-07 13:52:39-04:00,2022-04-07 13,5.08,608,10.133333333333333,17.75,11.26,13,48.8,0.1,3.39
2510488,2022-04-08 22:49:01-04:00,2022-04-08 22,1.14,425,7.083333333333333,9.29,6.44,22,51.5,0.0,1.0
3057833,2022-04-09 23:28:55-04:00,2022-04-09 23,5.02,1148,19.133333333333333,20.84,16.26,23,47.6,0.0,0.0
686558,2022-04-04 17:34:41-04:00,2022-04-04 17,9.6,2195,36.583333333333336,38.91,30.51,17,51.8,0.0,0.0
2786082,2022-04-09 14:04:31-04:00,2022-04-09 14,2.0,1467,24.45,19.32,17.64,14,53.2,0.0,4.87
1815679,2022-04-07 14:39:19-04:00,2022-04-07 14,21.9,5807,96.78333333333333,103.35,79.74,14,49.5,1.7,0.0
2605521,2022-04-09 02:38:30-04:00,2022-04-09 02,4.15,1125,18.75,20.97,19.16,2,50.4,0.1,0.0
912085,2022-04-05 10:01:00-04:00,2022-04-05 10,4.47,1546,25.766666666666666,20.66,18.83,10,49.9,0.0,0.0
1388075,2022-04-06 14:30:06-04:00,2022-04-06 14,3.62,1147,19.116666666666667,17.22,14.31,14,51.0,0.0,0.0
2161572,2022-04-08 08:32:08-04:00,2022-04-08 08,3.0,1177,19.616666666666667,16.98,14.53,8,50.7,0.0,0.0
3061084,2022-04-09 23:19:24-04:00,2022-04-09 23,5.39,1086,18.1,22.37,16.76,23,47.6,0.0,0.0
1247859,2022-04-06 08:24:52-04:00,2022-04-06 08,3.93,1054,17.566666666666666,19.59,15.52,8,48.1,1.8,0.0
214391,2022-04-03 13:44:01-04:00,2022-04-03 13,2.12,913,15.216666666666667,14.99,12.06,13,45.5,0.3,0.0
1398090,2022-04-06 14:20:48-04:00,2022-04-06 14,17.92,3118,51.96666666666667,72.91,52.06,14,51.0,0.0,0.0
2863430,2022-04-09 17:23:52-04:00,2022-04-09 17,1.08,839,13.983333333333333,13.82,9.22,17,52.2,0.0,5.0
1950242,2022-04-07 19:28:53-04:00,2022-04-07 19,7.14,2493,41.55,29.69,30.28,19,51.4,1.8,0.0
1314465,2022-04-06 10:33:28-04:00,2022-04-06 10,17.53,3312,55.2,47.36,49.57,10,49.9,0.4,0.0
1253287,2022-04-06 08:02:36-04:00,2022-04-06 08,3.81,1946,32.43333333333333,29.28,37.26,8,48.1,1.8,0.0
2486008,2022-04-08 21:51:58-04:00,2022-04-08 21,10.49,2001,33.35,35.19,30.05,21,53.5,0.0,7.41
2321312,2022-04-08 15:00:26-04:00,2022-04-08 15,5.75,1446,24.1,25.9,22.91,15,60.2,0.0,0.0
2938577,2022-04-09 20:27:04-04:00,2022-04-09 20,3.66,897,14.95,31.22,29.96,20,50.4,0.0,0.0
1202519,2022-04-06 05:13:55-04:00,2022-04-06 05,15.42,1872,31.2,56.97,40.66,5,47.0,2.4,0.0
1407620,2022-04-06 15:32:02-04:00,2022-04-06 15,7.42,1775,29.583333333333332,36.28,26.93,15,50.8,0.0,0.0
2555543,2022-04-09 00:29:55-04:00,2022-04-09 00,1.73,578,9.633333333333333,10.11,7.36,0,50.8,0.0,0.0
196771,2022-04-03 12:58:17-04:00,2022-04-03 12,3.83,1365,22.75,16.84,21.26,12,45.8,0.7,0.0
836744,2022-04-05 07:32:01-04:00,2022-04-05 07,2.46,1230,20.5,18.18,14.95,7,42.6,0.0,0.0
2438455,2022-04-08 20:03:48-04:00,2022-04-08 20,13.81,2509,41.81666666666667,47.49,38.17,20,54.5,0.0,0.0
1368929,2022-04-06 13:38:55-04:00,2022-04-06 13,1.47,443,7.383333333333334,8.91,6.71,13,51.2,0.0,0.0
2435901,2022-04-08 20:44:10-04:00,2022-04-08 20,1.66,712,11.866666666666667,16.1,10.21,20,54.5,0.0,0.0
3029538,2022-04-09 22:46:26-04:00,2022-04-09 22,2.7,685,11.416666666666666,17.97,13.59,22,48.2,0.0,0.0
1718410,2022-04-07 10:26:38-04:00,2022-04-07 10,1.16,345,5.75,7.19,5.4,10,48.6,0.0,0.0
2482474,2022-04-08 21:21:30-04:00,2022-04-08 21,2.19,675,11.25,12.58,10.89,21,53.5,0.0,2.0
1642312,2022-04-07 06:45:28-04:00,2022-04-07 06,1.04,269,4.483333333333333,8.96,9.02,6,46.5,0.0,0.0
2663912,2022-04-09 08:47:00-04:00,2022-04-09 08,1.68,535,8.916666666666666,10.19,9.9,8,48.4,0.6,1.0
1984866,2022-04-07 20:25:50-04:00,2022-04-07 20,4.68,941,15.683333333333334,19.43,13.73,20,52.0,2.9,0.0
613257,2022-04-04 14:23:07-04:00,2022-04-04 14,7.12,1191,19.85,24.36,18.77,14,52.1,0.0,0.0
2738636,2022-04-09 12:16:11-04:00,2022-04-09 12,1.72,683,11.383333333333333,21.29,15.92,12,51.5,0.2,0.0
2734196,2022-04-09 11:03:44-04:00,2022-04-09 11,3.3,1026,17.1,22.69,13.56,11,51.4,0.2,2.0
1414980,2022-04-06 15:50:55-04:00,2022-04-06 15,5.99,2792,46.53333333333333,35.69,31.57,15,50.8,0.0,0.0
1187387,2022-04-06 02:36:26-04:00,2022-04-06 02,2.08,819,13.65,9.8,9.64,2,46.4,0.9,5.0
138872,2022-04-03 09:24:45-04:00,2022-04-03 09,2.51,746,12.433333333333334,13.59,9.5,9,45.1,1.2,0.0
190300,2022-04-03 12:20:44-04:00,2022-04-03 12,2.51,940,15.666666666666666,14.76,11.21,12,45.8,0.7,0.0
2753427,2022-04-09 12:41:08-04:00,2022-04-09 12,7.22,1478,24.633333333333333,29.9,22.72,12,51.5,0.2,0.0
2449864,2022-04-08 20:04:22-04:00,2022-04-08 20,2.03,880,14.666666666666666,17.99,15.81,20,54.5,0.0,0.0
693428,2022-04-04 18:53:12-04:00,2022-04-04 18,9.19,1338,22.3,23.34,22.47,18,51.5,0.0,0.0
758439,2022-04-04 21:51:08-04:00,2022-04-04 21,3.07,805,13.416666666666666,24.23,14.82,21,48.9,0.0,0.0
1758511,2022-04-07 12:50:57-04:00,2022-04-07 12,1.45,499,8.316666666666666,9.07,6.08,12,48.3,0.2,2.0
1992749,2022-04-07 20:44:57-04:00,2022-04-07 20,0.49,174,2.9,7.91,7.38,20,52.0,2.9,0.0
1591344,2022-04-06 23:12:17-04:00,2022-04-06 23,2.6,642,10.7,15.59,11.57,23,48.7,0.0,0.0
1088803,2022-04-05 19:43:39-04:00,2022-04-05 19,2.26,867,14.45,19.73,10.27,19,49.2,0.0,0.0
2190909,2022-04-08 09:07:38-04:00,2022-04-08 09,2.06,1017,16.95,13.71,11.36,9,51.9,0.0,0.0
912381,2022-04-05 10:36:37-04:00,2022-04-05 10,19.93,2625,43.75,46.37,46.39,10,49.9,0.0,6.2
902434,2022-04-05 10:25:59-04:00,2022-04-05 10,3.82,1465,24.416666666666668,17.9,18.01,10,49.9,0.0,0.0
1136622,2022-04-05 22:56:16-04:00,2022-04-05 22,5.85,783,13.05,20.13,15.1,22,47.9,0.3,0.0
20898,2022-04-03 00:17:30-04:00,2022-04-03 00,6.27,1602,26.7,44.43,48.07,0,43.1,0.0,0.0
756095,2022-04-04 21:55:51-04:00,2022-04-04 21,15.92,1467,24.45,39.59,32.42,21,48.9,0.0,12.91
234160,2022-04-03 13:51:38-04:00,2022-04-03 13,4.12,1214,20.233333333333334,24.22,16.45,13,45.5,0.3,0.0
2443350,2022-04-08 20:35:45-04:00,2022-04-08 20,1.01,401,6.683333333333334,5.12,6.73,20,54.5,0.0,0.0
1494437,2022-04-06 19:19:54-04:00,2022-04-06 19,2.81,864,14.4,17.84,11.95,19,50.3,0.0,4.54
204293,2022-04-03 12:45:32-04:00,2022-04-03 12,5.95,877,14.616666666666667,23.32,14.64,12,45.8,0.7,0.0
359162,2022-04-03 19:58:32-04:00,2022-04-03 19,0.88,356,5.933333333333334,8.77,7.88,19,45.2,0.5,3.0
1516371,2022-04-06 20:11:45-04:00,2022-04-06 20,30.98,4024,67.06666666666666,218.64,157.21,20,50.0,0.0,31.5
471419,2022-04-04 06:19:26-04:00,2022-04-04 06,10.13,1514,25.233333333333334,32.53,25.72,6,40.7,0.0,0.0
2168620,2022-04-08 08:37:54-04:00,2022-04-08 08,3.91,1385,23.083333333333332,29.18,17.79,8,50.7,0.0,1.5
2075873,2022-04-07 23:07:29-04:00,2022-04-07 23,3.29,738,12.3,13.49,11.85,23,52.6,5.7,0.0
1801647,2022-04-07 14:35:28-04:00,2022-04-07 14,5.11,1153,19.216666666666665,21.05,16.1,14,49.5,1.7,0.0
2535573,2022-04-08 23:01:28-04:00,2022-04-08 23,3.46,665,11.083333333333334,14.2,9.96,23,51.7,0.0,0.0
1995561,2022-04-07 20:13:54-04:00,2022-04-07 20,2.65,856,14.266666666666667,56.3,31.1,20,52.0,2.9,0.0
2688604,2022-04-09 09:17:25-04:00,2022-04-09 09,2.78,1021,17.016666666666666,18.0,12.95,9,50.1,0.1,0.0
2374351,2022-04-08 17:34:50-04:00,2022-04-08 17,3.06,1163,19.383333333333333,21.94,14.96,17,58.2,0.0,0.0
408640,2022-04-03 22:25:07-04:00,2022-04-03 22,1.34,332,5.533333333333333,8.27,5.4,22,41.4,0.0,0.0
1083244,2022-04-05 19:48:22-04:00,2022-04-05 19,1.93,672,11.2,22.37,25.04,19,49.2,0.0,0.0
235645,2022-04-03 13:16:38-04:00,2022-04-03 13,7.21,2291,38.18333333333333,37.14,29.57,13,45.5,0.3,8.86
3034717,2022-04-09 23:38:34-04:00,2022-04-09 23,3.59,1084,18.066666666666666,21.21,16.23,23,47.6,0.0,0.0
1191417,2022-04-06 03:18:28-04:00,2022-04-06 03,8.94,1233,20.55,24.33,21.26,3,46.4,1.3,0.0
786830,2022-04-04 23:04:36-04:00,2022-04-04 23,1.68,387,6.45,10.2,6.52,23,46.0,0.0,3.0
1594069,2022-04-06 23:27:27-04:00,2022-04-06 23,5.26,1403,23.383333333333333,23.5,23.63,23,48.7,0.0,0.0
2825607,2022-04-09 15:28:00-04:00,2022-04-09 15,1.45,474,7.9,10.19,5.86,15,53.2,0.0,0.0
2635872,2022-04-09 04:06:17-04:00,2022-04-09 04,1.69,480,8.0,30.2,18.13,4,48.6,0.1,0.0
205082,2022-04-03 12:06:50-04:00,2022-04-03 12,11.16,1554,25.9,31.98,26.66,12,45.8,0.7,0.0
55873,2022-04-03 02:11:44-04:00,2022-04-03 02,11.0,1047,17.45,29.51,22.34,2,42.4,0.0,0.0
2435579,2022-04-08 20:08:53-04:00,2022-04-08 20,6.86,1642,27.366666666666667,28.19,35.52,20,54.5,0.0,0.0
2589324,2022-04-09 01:21:29-04:00,2022-04-09 01,2.95,1226,20.433333333333334,17.77,14.77,1,50.6,0.0,0.0
1144354,2022-04-05 22:35:51-04:00,2022-04-05 22,4.79,1037,17.283333333333335,40.61,34.91,22,47.9,0.3,0.0
2258524,2022-04-08 12:31:53-04:00,2022-04-08 12,3.23,1341,22.35,26.79,19.85,12,57.9,0.0,0.0
2034905,2022-04-07 22:01:47-04:00,2022-04-07 22,1.82,571,9.516666666666667,11.56,7.15,22,52.6,4.2,0.0
1659018,2022-04-07 07:49:35-04:00,2022-04-07 07,1.93,858,14.3,23.65,15.43,7,46.8,0.0,3.73
1539219,2022-04-06 21:07:56-04:00,2022-04-06 21,2.15,689,11.483333333333333,21.98,24.45,21,49.8,0.0,0.0
1962297,2022-04-07 19:29:22-04:00,2022-04-07 19,6.7,2011,33.516666666666666,41.15,28.51,19,51.4,1.8,0.0
18197,2022-04-03 00:47:50-04:00,2022-04-03 00,0.64,275,4.583333333333333,19.85,12.2,0,43.1,0.0,3.74
187262,2022-04-03 11:30:08-04:00,2022-04-03 11,0.95,277,4.616666666666666,9.1,5.4,11,45.5,1.0,0.0
1759927,2022-04-07 12:17:15-04:00,2022-04-07 12,1.53,1321,22.016666666666666,17.06,13.43,12,48.3,0.2,0.0
480927,2022-04-04 06:33:11-04:00,2022-04-04 06,8.76,1296,21.6,28.54,21.6,6,40.7,0.0,0.0
27255,2022-04-03 00:48:42-04:00,2022-04-03 00,4.03,1015,16.916666666666668,19.43,13.75,0,43.1,0.0,0.0
385339,2022-04-03 21:19:26-04:00,2022-04-03 21,2.82,685,11.416666666666666,38.24,29.08,21,43.0,0.0,0.0
2333698,2022-04-08 16:57:50-04:00,2022-04-08 16,2.13,921,15.35,16.12,11.08,16,60.2,0.0,0.0
904567,2022-04-05 10:11:24-04:00,2022-04-05 10,0.95,469,7.816666666666666,11.97,7.06,10,49.9,0.0,0.0
2541871,2022-04-08 23:20:06-04:00,2022-04-08 23,1.48,441,7.35,8.6,5.61,23,51.7,0.0,0.0
