,pickup_datetime,dateandhour,trip_miles,trip_time,trip_minutes,base_passenger_fare,driver_pay,hour,temp,precipitation,tips
2086759,2022-04-08 00:21:45-04:00,2022-04-08 00,7.54,1359,22.65,39.64,37.37,0,51.9,5.3,0.0
1589525,2022-04-06 23:47:37-04:00,2022-04-06 23,1.69,393,6.55,8.27,6.68,23,48.7,0.0,1.0
2386363,2022-04-08 18:41:26-04:00,2022-04-08 18,2.82,944,15.733333333333333,14.85,25.58,18,56.9,0.0,0.0
313898,2022-04-03 17:30:52-04:00,2022-04-03 17,5.13,796,13.266666666666667,18.22,15.68,17,46.7,0.0,0.0
1524065,2022-04-06 20:48:00-04:00,2022-04-06 20,1.5,413,6.883333333333334,8.95,5.62,20,50.0,0.0,1.0
2828733,2022-04-09 16:24:06-04:00,2022-04-09 16,2.09,701,11.683333333333334,12.27,9.08,16,54.0,0.1,0.0
798353,2022-04-05 00:44:59-04:00,2022-04-05 00,1.07,427,7.116666666666666,9.81,6.56,0,44.0,0.0,0.0
1313523,2022-04-06 10:17:17-04:00,2022-04-06 10,0.87,580,9.666666666666666,9.48,11.97,10,49.9,0.4,5.0
1515742,2022-04-06 20:45:32-04:00,2022-04-06 20,1.86,358,5.966666666666667,9.11,6.38,20,50.0,0.0,0.0
2971276,2022-04-09 21:02:10-04:00,2022-04-09 21,4.7,631,10.516666666666667,16.08,11.79,21,49.6,0.0,0.0
1792186,2022-04-07 13:13:04-04:00,2022-04-07 13,0.88,780,13.0,14.61,11.05,13,48.8,0.1,0.0
1257827,2022-04-06 08:25:47-04:00,2022-04-06 08,0.62,452,7.533333333333333,10.75,6.39,8,48.1,1.8,0.0
1533293,2022-04-06 20:02:11-04:00,2022-04-06 20,0.83,193,3.216666666666667,8.27,6.15,20,50.0,0.0,0.0
247935,2022-04-03 14:10:47-04:00,2022-04-03 14,1.27,444,7.4,8.27,8.35,14,44.4,0.3,0.0
2851668,2022-04-09 17:01:10-04:00,2022-04-09 17,2.63,854,14.233333333333333,16.39,10.58,17,52.2,0.0,0.0
1761759,2022-04-07 12:35:41-04:00,2022-04-07 12,5.7,1634,27.233333333333334,25.0,22.48,12,48.3,0.2,0.0
2570925,2022-04-09 00:25:04-04:00,2022-04-09 00,3.52,901,15.016666666666667,16.07,20.0,0,50.8,0.0,4.2
659562,2022-04-04 16:41:10-04:00,2022-04-04 16,3.96,1505,25.083333333333332,20.37,18.6,16,52.6,0.0,0.0
1954821,2022-04-07 19:51:51-04:00,2022-04-07 19,1.58,632,10.533333333333333,21.0,18.41,19,51.4,1.8,3.93
1668253,2022-04-07 08:23:26-04:00,2022-04-07 08,1.85,618,10.3,14.58,7.6,8,47.2,0.0,0.0
1289002,2022-04-06 09:09:45-04:00,2022-04-06 09,4.83,1699,28.316666666666666,46.57,27.95,9,48.4,0.5,0.0
427694,2022-04-03 23:15:42-04:00,2022-04-03 23,1.53,428,7.133333333333334,10.51,5.67,23,41.5,0.0,0.0
2065572,2022-04-07 23:37:59-04:00,2022-04-07 23,3.94,1234,20.566666666666666,24.54,15.92,23,52.6,5.7,3.57
1650863,2022-04-07 07:24:24-04:00,2022-04-07 07,6.04,2246,37.43333333333333,41.09,26.82,7,46.8,0.0,0.0
389922,2022-04-03 21:41:23-04:00,2022-04-03 21,3.8,593,9.883333333333333,11.27,9.64,21,43.0,0.0,0.0
2113819,2022-04-08 03:03:30-04:00,2022-04-08 03,2.44,613,10.216666666666667,14.59,9.3,3,50.9,0.0,0.0
2447937,2022-04-08 20:27:54-04:00,2022-04-08 20,2.13,729,12.15,15.87,11.88,20,54.5,0.0,0.0
905852,2022-04-05 10:47:23-04:00,2022-04-05 10,2.67,985,16.416666666666668,17.97,12.55,10,49.9,0.0,2.28
760651,2022-04-04 21:39:26-04:00,2022-04-04 21,4.41,1248,20.8,23.55,17.32,21,48.9,0.0,0.0
2172729,2022-04-08 08:05:47-04:00,2022-04-08 08,4.2,1579,26.316666666666666,28.25,20.3,8,50.7,0.0,0.0
760097,2022-04-04 21:17:21-04:00,2022-04-04 21,6.01,1097,18.283333333333335,23.29,16.87,21,48.9,0.0,0.0
2734300,2022-04-09 11:33:01-04:00,2022-04-09 11,1.53,738,12.3,11.95,9.88,11,51.4,0.2,0.0
2671152,2022-04-09 08:42:58-04:00,2022-04-09 08,1.52,623,10.383333333333333,9.49,7.58,8,48.4,0.6,0.0
856853,2022-04-05 08:50:08-04:00,2022-04-05 08,2.35,1371,22.85,50.95,36.22,8,44.4,0.0,11.95
2722862,2022-04-09 11:12:15-04:00,2022-04-09 11,2.26,875,14.583333333333334,14.6,10.43,11,51.4,0.2,0.0
2183177,2022-04-08 08:27:05-04:00,2022-04-08 08,1.24,352,5.866666666666666,7.91,5.4,8,50.7,0.0,0.0
871692,2022-04-05 08:39:40-04:00,2022-04-05 08,14.68,1984,33.06666666666667,51.32,43.61,8,44.4,0.0,0.0
2749814,2022-04-09 12:33:50-04:00,2022-04-09 12,1.45,426,7.1,12.6,11.44,12,51.5,0.2,0.0
2620787,2022-04-09 03:32:20-04:00,2022-04-09 03,1.25,493,8.216666666666667,23.64,12.37,3,49.4,0.1,0.0
1875900,2022-04-07 16:41:35-04:00,2022-04-07 16,9.44,3189,53.15,37.51,39.08,16,50.6,2.9,5.0
1510715,2022-04-06 19:38:22-04:00,2022-04-06 19,5.32,950,15.833333333333334,19.89,15.46,19,50.3,0.0,2.22
1980099,2022-04-07 20:12:56-04:00,2022-04-07 20,1.89,740,12.333333333333334,13.72,8.73,20,52.0,2.9,0.0
1021748,2022-04-05 16:49:38-04:00,2022-04-05 16,1.97,717,11.95,-1.6,9.21,16,50.9,0.0,0.0
1822305,2022-04-07 14:58:02-04:00,2022-04-07 14,3.21,1659,27.65,38.39,22.96,14,49.5,1.7,4.57
2718813,2022-04-09 11:57:50-04:00,2022-04-09 11,4.29,1034,17.233333333333334,19.67,14.1,11,51.4,0.2,0.0
1918678,2022-04-07 18:47:05-04:00,2022-04-07 18,0.56,369,6.15,10.52,9.13,18,51.2,0.9,0.0
1051801,2022-04-05 18:55:08-04:00,2022-04-05 18,7.8,1298,21.633333333333333,39.46,34.38,18,49.4,0.0,0.0
1373928,2022-04-06 13:24:15-04:00,2022-04-06 13,1.92,588,9.8,13.49,8.21,13,51.2,0.0,0.0
142367,2022-04-03 09:15:49-04:00,2022-04-03 09,3.4,496,8.266666666666667,12.53,8.32,9,45.1,1.2,0.0
1291962,2022-04-06 09:53:17-04:00,2022-04-06 09,3.83,879,14.65,-2.75,18.27,9,48.4,0.5,2.0
1556027,2022-04-06 21:13:02-04:00,2022-04-06 21,0.54,273,4.55,8.14,6.81,21,49.8,0.0,0.0
1903356,2022-04-07 17:20:20-04:00,2022-04-07 17,8.7,2140,35.666666666666664,47.37,34.48,17,51.3,1.5,0.0
1299925,2022-04-06 10:28:33-04:00,2022-04-06 10,9.32,1220,20.333333333333332,28.31,23.46,10,49.9,0.4,0.0
581294,2022-04-04 12:19:47-04:00,2022-04-04 12,13.27,1723,28.716666666666665,51.27,37.07,12,51.1,0.0,0.0
1188741,2022-04-06 03:27:48-04:00,2022-04-06 03,1.32,689,11.483333333333333,7.95,8.19,3,46.4,1.3,0.0
1284366,2022-04-06 09:16:12-04:00,2022-04-06 09,3.03,1253,20.883333333333333,21.29,18.24,9,48.4,0.5,0.0
2781766,2022-04-09 14:04:38-04:00,2022-04-09 14,0.79,274,4.566666666666666,7.76,9.75,14,53.2,0.0,0.0
2344951,2022-04-08 16:45:39-04:00,2022-04-08 16,1.79,970,16.166666666666668,14.13,11.44,16,60.2,0.0,0.0
1987318,2022-04-07 20:12:28-04:00,2022-04-07 20,2.64,1039,17.316666666666666,45.54,25.29,20,52.0,2.9,0.0
394644,2022-04-03 21:03:13-04:00,2022-04-03 21,3.59,690,11.5,11.93,10.3,21,43.0,0.0,0.0
2434955,2022-04-08 20:21:19-04:00,2022-04-08 20,2.1,804,13.4,14.11,10.94,20,54.5,0.0,0.0
1279149,2022-04-06 09:16:26-04:00,2022-04-06 09,8.89,1696,28.266666666666666,30.29,25.54,9,48.4,0.5,8.8
1618970,2022-04-07 03:23:48-04:00,2022-04-07 03,13.42,2088,34.8,43.83,34.95,3,47.1,0.0,0.0
1057697,2022-04-05 18:22:47-04:00,2022-04-05 18,5.73,1204,20.066666666666666,20.02,18.74,18,49.4,0.0,0.0
1480882,2022-04-06 18:24:46-04:00,2022-04-06 18,0.98,278,4.633333333333334,8.17,5.62,18,50.5,0.0,0.0
2960516,2022-04-09 20:18:46-04:00,2022-04-09 20,1.84,469,7.816666666666666,13.01,13.98,20,50.4,0.0,0.0
1968744,2022-04-07 19:24:55-04:00,2022-04-07 19,1.03,509,8.483333333333333,8.28,8.76,19,51.4,1.8,0.0
3047032,2022-04-09 23:39:44-04:00,2022-04-09 23,2.71,980,16.333333333333332,17.65,13.69,23,47.6,0.0,0.0
2355758,2022-04-08 17:24:47-04:00,2022-04-08 17,2.29,949,15.816666666666666,17.31,12.83,17,58.2,0.0,0.0
1522199,2022-04-06 20:21:14-04:00,2022-04-06 20,9.59,1554,25.9,25.46,24.84,20,50.0,0.0,0.0
859084,2022-04-05 08:46:21-04:00,2022-04-05 08,2.43,1016,16.933333333333334,25.76,21.4,8,44.4,0.0,0.0
1192892,2022-04-06 04:45:46-04:00,2022-04-06 04,7.26,769,12.816666666666666,22.47,21.67,4,46.5,2.1,0.0
1554484,2022-04-06 21:17:32-04:00,2022-04-06 21,0.74,203,3.3833333333333333,8.22,5.39,21,49.8,0.0,0.0
50280,2022-04-03 01:13:12-04:00,2022-04-03 01,1.85,662,11.033333333333333,28.22,21.16,1,42.6,0.0,0.0
395232,2022-04-03 21:53:41-04:00,2022-04-03 21,10.95,1551,25.85,28.62,26.38,21,43.0,0.0,4.5
1124968,2022-04-05 21:15:09-04:00,2022-04-05 21,0.87,366,6.1,10.22,6.23,21,48.6,0.1,0.0
337861,2022-04-03 18:40:29-04:00,2022-04-03 18,5.63,1052,17.533333333333335,20.06,15.82,18,46.7,0.1,2.51
1134811,2022-04-05 22:23:26-04:00,2022-04-05 22,10.61,2184,36.4,97.3,71.67,22,47.9,0.3,0.0
336009,2022-04-03 18:21:26-04:00,2022-04-03 18,2.44,1225,20.416666666666668,11.38,15.82,18,46.7,0.1,3.0
2782709,2022-04-09 14:44:37-04:00,2022-04-09 14,3.92,1741,29.016666666666666,26.21,20.45,14,53.2,0.0,0.0
845263,2022-04-05 07:12:15-04:00,2022-04-05 07,2.58,536,8.933333333333334,12.6,7.72,7,42.6,0.0,2.0
103570,2022-04-03 05:07:52-04:00,2022-04-03 05,3.62,650,10.833333333333334,16.89,17.21,5,42.2,0.0,0.0
802727,2022-04-05 01:41:20-04:00,2022-04-05 01,11.6,1340,22.333333333333332,34.58,25.28,1,43.2,0.0,0.0
1155848,2022-04-05 23:50:48-04:00,2022-04-05 23,1.36,359,5.983333333333333,8.27,6.95,23,47.6,0.4,0.0
2404042,2022-04-08 19:07:33-04:00,2022-04-08 19,1.97,787,13.116666666666667,18.84,15.07,19,55.7,0.0,0.0
1057815,2022-04-05 18:13:31-04:00,2022-04-05 18,1.82,514,8.566666666666666,11.12,8.56,18,49.4,0.0,0.0
3059084,2022-04-09 23:12:58-04:00,2022-04-09 23,5.92,1508,25.133333333333333,39.87,27.42,23,47.6,0.0,0.0
2792286,2022-04-09 14:00:14-04:00,2022-04-09 14,8.55,1987,33.11666666666667,31.16,27.45,14,53.2,0.0,0.0
1164454,2022-04-05 23:19:37-04:00,2022-04-05 23,4.33,1158,19.3,21.69,15.34,23,47.6,0.4,2.7
18573,2022-04-03 00:57:48-04:00,2022-04-03 00,0.8,542,9.033333333333333,17.6,22.34,0,43.1,0.0,0.0
181426,2022-04-03 11:40:07-04:00,2022-04-03 11,0.95,398,6.633333333333334,14.49,13.34,11,45.5,1.0,0.0
1283746,2022-04-06 09:36:12-04:00,2022-04-06 09,7.3,2421,40.35,26.37,29.83,9,48.4,0.5,0.0
733925,2022-04-04 20:10:52-04:00,2022-04-04 20,1.1,296,4.933333333333334,7.86,7.01,20,50.1,0.0,2.0
2946654,2022-04-09 20:36:33-04:00,2022-04-09 20,3.45,1892,31.533333333333335,29.71,22.03,20,50.4,0.0,0.0
2604372,2022-04-09 02:08:39-04:00,2022-04-09 02,0.77,291,4.85,8.7,6.46,2,50.4,0.1,0.0
2826879,2022-04-09 15:19:51-04:00,2022-04-09 15,19.35,3523,58.71666666666667,47.43,54.59,15,53.2,0.0,0.0
1453851,2022-04-06 17:23:14-04:00,2022-04-06 17,0.28,87,1.45,8.27,5.65,17,51.1,0.0,5.0
541214,2022-04-04 09:48:24-04:00,2022-04-04 09,1.52,484,8.066666666666666,10.59,8.51,9,45.4,0.0,0.0
511654,2022-04-04 08:43:50-04:00,2022-04-04 08,0.86,321,5.35,14.67,16.3,8,43.8,0.0,0.0
129600,2022-04-03 08:47:14-04:00,2022-04-03 08,6.81,1143,19.05,23.98,19.41,8,43.9,0.1,0.0
2458989,2022-04-08 20:17:50-04:00,2022-04-08 20,1.56,1035,17.25,9.83,12.25,20,54.5,0.0,0.0
1840750,2022-04-07 15:05:41-04:00,2022-04-07 15,4.04,1727,28.783333333333335,21.33,20.25,15,50.3,3.6,0.0
1128183,2022-04-05 21:36:32-04:00,2022-04-05 21,9.0,1236,20.6,49.34,29.7,21,48.6,0.1,0.0
2140430,2022-04-08 06:13:52-04:00,2022-04-08 06,6.49,1543,25.716666666666665,35.06,21.42,6,48.7,0.0,0.0
687765,2022-04-04 18:51:44-04:00,2022-04-04 18,0.79,534,8.9,9.49,6.51,18,51.5,0.0,3.0
823632,2022-04-05 06:07:37-04:00,2022-04-05 06,17.39,3188,53.13333333333333,64.4,50.03,6,41.4,0.0,0.0
2290464,2022-04-08 14:32:28-04:00,2022-04-08 14,2.18,1183,19.716666666666665,9.42,16.44,14,59.7,0.0,0.0
2635726,2022-04-09 04:15:40-04:00,2022-04-09 04,1.17,303,5.05,11.08,10.62,4,48.6,0.1,0.0
2096998,2022-04-08 01:54:36-04:00,2022-04-08 01,2.81,789,13.15,15.0,10.76,1,52.2,1.9,0.0
2372190,2022-04-08 17:41:57-04:00,2022-04-08 17,2.05,1413,23.55,18.91,18.76,17,58.2,0.0,3.58
111256,2022-04-03 06:52:26-04:00,2022-04-03 06,16.62,1453,24.216666666666665,44.47,32.12,6,41.8,0.0,0.0
1984020,2022-04-07 20:28:47-04:00,2022-04-07 20,7.37,1141,19.016666666666666,22.64,18.73,20,52.0,2.9,0.0
1555533,2022-04-06 21:18:27-04:00,2022-04-06 21,5.98,926,15.433333333333334,33.77,22.17,21,49.8,0.0,0.0
2385608,2022-04-08 18:59:06-04:00,2022-04-08 18,6.97,1831,30.516666666666666,10.94,30.57,18,56.9,0.0,0.0
93385,2022-04-03 04:06:26-04:00,2022-04-03 04,5.05,1066,17.766666666666666,30.35,31.66,4,42.4,0.0,0.0
1886497,2022-04-07 17:56:39-04:00,2022-04-07 17,0.92,429,7.15,8.37,5.75,17,51.3,1.5,0.0
1560464,2022-04-06 22:17:21-04:00,2022-04-06 22,32.04,2347,39.11666666666667,143.4,89.91,22,48.9,0.0,0.0
2471488,2022-04-08 21:29:03-04:00,2022-04-08 21,2.19,927,15.45,10.86,13.43,21,53.5,0.0,0.0
2054930,2022-04-07 22:30:58-04:00,2022-04-07 22,6.99,1498,24.966666666666665,41.53,42.33,22,52.6,4.2,11.3
826667,2022-04-05 06:36:59-04:00,2022-04-05 06,11.47,1401,23.35,41.79,25.95,6,41.4,0.0,0.0
1064578,2022-04-05 18:05:22-04:00,2022-04-05 18,3.28,1199,19.983333333333334,22.76,15.93,18,49.4,0.0,5.64
1120787,2022-04-05 21:03:28-04:00,2022-04-05 21,0.88,214,3.566666666666667,7.86,5.39,21,48.6,0.1,0.0
491545,2022-04-04 07:06:32-04:00,2022-04-04 07,1.32,319,5.316666666666666,8.86,6.6,7,42.2,0.0,0.0
958092,2022-04-05 13:52:30-04:00,2022-04-05 13,1.56,627,10.45,10.58,8.78,13,52.5,0.0,0.0
650706,2022-04-04 16:52:08-04:00,2022-04-04 16,1.58,473,7.883333333333334,12.68,6.01,16,52.6,0.0,0.0
42653,2022-04-03 01:36:28-04:00,2022-04-03 01,3.62,709,11.816666666666666,19.6,15.46,1,42.6,0.0,0.0
812407,2022-04-05 04:41:10-04:00,2022-04-05 04,8.69,1283,21.383333333333333,34.54,22.75,4,42.2,0.0,0.0
1245910,2022-04-06 08:19:43-04:00,2022-04-06 08,1.13,582,9.7,29.21,21.2,8,48.1,1.8,0.0
1741417,2022-04-07 11:41:46-04:00,2022-04-07 11,2.08,1019,16.983333333333334,13.77,11.41,11,48.1,0.2,0.0
728641,2022-04-04 20:57:00-04:00,2022-04-04 20,2.55,884,14.733333333333333,27.19,12.51,20,50.1,0.0,0.0
1439175,2022-04-06 16:58:10-04:00,2022-04-06 16,5.35,1325,22.083333333333332,24.8,17.9,16,51.4,0.0,1.26
1572808,2022-04-06 22:50:03-04:00,2022-04-06 22,5.13,1069,17.816666666666666,22.59,15.88,22,48.9,0.0,0.0
1625671,2022-04-07 05:25:07-04:00,2022-04-07 05,22.2,2315,38.583333333333336,85.76,76.9,5,46.6,0.0,0.0
1302800,2022-04-06 10:10:43-04:00,2022-04-06 10,1.12,612,10.2,17.24,13.95,10,49.9,0.4,0.0
1281491,2022-04-06 09:32:36-04:00,2022-04-06 09,3.26,930,15.5,20.91,11.99,9,48.4,0.5,0.0
2509513,2022-04-08 22:55:31-04:00,2022-04-08 22,5.38,974,16.233333333333334,20.15,14.9,22,51.5,0.0,0.0
2879550,2022-04-09 18:23:26-04:00,2022-04-09 18,1.2,608,10.133333333333333,8.76,7.68,18,52.1,0.0,0.0
436208,2022-04-04 00:17:44-04:00,2022-04-04 00,2.9,632,10.533333333333333,13.37,9.75,0,41.0,0.0,0.0
3003248,2022-04-09 22:35:18-04:00,2022-04-09 22,1.82,696,11.6,18.76,10.69,22,48.2,0.0,4.74
829434,2022-04-05 06:08:23-04:00,2022-04-05 06,1.2,235,3.9166666666666665,7.91,5.4,6,41.4,0.0,0.0
352507,2022-04-03 19:04:23-04:00,2022-04-03 19,3.17,995,16.583333333333332,32.07,23.31,19,45.2,0.5,0.0
814507,2022-04-05 04:40:04-04:00,2022-04-05 04,10.87,1669,27.816666666666666,29.43,29.67,4,42.2,0.0,0.0
1360489,2022-04-06 13:49:40-04:00,2022-04-06 13,3.39,944,15.733333333333333,30.69,22.35,13,51.2,0.0,0.0
947293,2022-04-05 12:17:46-04:00,2022-04-05 12,5.71,978,16.3,19.47,15.26,12,52.3,0.0,0.0
834806,2022-04-05 07:35:28-04:00,2022-04-05 07,6.99,1929,32.15,30.6,25.34,7,42.6,0.0,0.0
1374977,2022-04-06 13:22:33-04:00,2022-04-06 13,5.77,1142,19.033333333333335,16.32,16.77,13,51.2,0.0,0.0
577868,2022-04-04 11:43:50-04:00,2022-04-04 11,5.58,955,15.916666666666666,17.96,15.95,11,49.4,0.0,0.0
895628,2022-04-05 09:14:50-04:00,2022-04-05 09,1.05,380,6.333333333333333,8.27,6.4,9,46.6,0.0,0.0
2102377,2022-04-08 01:56:09-04:00,2022-04-08 01,3.71,660,11.0,37.26,20.77,1,52.2,1.9,6.67
1095175,2022-04-05 20:56:32-04:00,2022-04-05 20,10.35,1946,32.43333333333333,37.57,31.45,20,48.9,0.0,0.0
614319,2022-04-04 14:25:23-04:00,2022-04-04 14,8.64,1543,25.716666666666665,36.16,26.74,14,52.1,0.0,7.99
5588,2022-04-03 00:17:43-04:00,2022-04-03 00,1.24,326,5.433333333333334,8.27,5.45,0,43.1,0.0,0.0
1284879,2022-04-06 09:36:23-04:00,2022-04-06 09,2.82,819,13.65,15.63,11.94,9,48.4,0.5,0.0
1607023,2022-04-07 01:37:57-04:00,2022-04-07 01,1.3,407,6.783333333333333,8.92,5.45,1,47.7,0.0,0.0
2233062,2022-04-08 11:58:05-04:00,2022-04-08 11,4.1,1754,29.233333333333334,22.84,21.1,11,56.8,0.0,0.0
323566,2022-04-03 18:06:58-04:00,2022-04-03 18,1.1,498,8.3,8.27,6.46,18,46.7,0.1,0.0
1049952,2022-04-05 18:25:41-04:00,2022-04-05 18,0.57,327,5.45,19.77,11.79,18,49.4,0.0,3.72
1306321,2022-04-06 10:49:12-04:00,2022-04-06 10,2.43,722,12.033333333333333,13.06,9.19,10,49.9,0.4,0.0
665565,2022-04-04 16:46:52-04:00,2022-04-04 16,3.75,1094,18.233333333333334,20.26,16.73,16,52.6,0.0,3.81
1919308,2022-04-07 18:25:47-04:00,2022-04-07 18,0.92,476,7.933333333333334,19.78,18.55,18,51.2,0.9,0.0
78378,2022-04-03 03:32:08-04:00,2022-04-03 03,1.54,494,8.233333333333333,14.55,15.89,3,42.2,0.0,0.0
882403,2022-04-05 09:03:20-04:00,2022-04-05 09,0.72,461,7.683333333333334,8.27,6.4,9,46.6,0.0,0.0
1953266,2022-04-07 19:30:39-04:00,2022-04-07 19,2.91,1020,17.0,22.84,20.12,19,51.4,1.8,0.0
951976,2022-04-05 13:27:47-04:00,2022-04-05 13,6.95,936,15.6,27.74,17.51,13,52.5,0.0,0.0
2004006,2022-04-07 21:10:46-04:00,2022-04-07 21,3.1,2606,43.43333333333333,14.44,27.14,21,52.5,3.4,5.0
26282,2022-04-03 00:37:29-04:00,2022-04-03 00,7.27,1739,28.983333333333334,44.0,28.21,0,43.1,0.0,0.0
1498447,2022-04-06 19:56:33-04:00,2022-04-06 19,2.33,1126,18.766666666666666,26.8,22.06,19,50.3,0.0,0.0
210057,2022-04-03 12:16:56-04:00,2022-04-03 12,2.83,413,6.883333333333334,10.45,8.3,12,45.8,0.7,0.0
1579761,2022-04-06 23:02:28-04:00,2022-04-06 23,5.89,737,12.283333333333333,18.83,15.2,23,48.7,0.0,0.0
2112599,2022-04-08 03:22:01-04:00,2022-04-08 03,74.19,5617,93.61666666666666,176.06,158.17,3,50.9,0.0,0.0
637177,2022-04-04 15:53:26-04:00,2022-04-04 15,2.6,657,10.95,13.09,9.18,15,52.5,0.0,0.0
2130333,2022-04-08 06:24:22-04:00,2022-04-08 06,1.62,457,7.616666666666666,11.14,7.04,6,48.7,0.0,0.0
579682,2022-04-04 12:12:36-04:00,2022-04-04 12,7.71,1302,21.7,47.27,34.74,12,51.1,0.0,0.0
3020715,2022-04-09 22:30:04-04:00,2022-04-09 22,7.74,1533,25.55,29.56,23.09,22,48.2,0.0,0.0
1695760,2022-04-07 09:26:57-04:00,2022-04-07 09,4.37,2359,39.31666666666667,27.94,26.2,9,48.0,0.0,0.0
1651421,2022-04-07 07:38:51-04:00,2022-04-07 07,2.69,1547,25.783333333333335,23.73,18.68,7,46.8,0.0,5.31
479536,2022-04-04 06:28:07-04:00,2022-04-04 06,2.67,849,14.15,17.7,10.59,6,40.7,0.0,0.0
445942,2022-04-04 01:58:01-04:00,2022-04-04 01,15.91,1718,28.633333333333333,33.91,34.78,1,41.2,0.0,0.0
1081575,2022-04-05 19:51:59-04:00,2022-04-05 19,1.32,665,11.083333333333334,16.63,20.17,19,49.2,0.0,0.0
386312,2022-04-03 21:50:36-04:00,2022-04-03 21,0.91,322,5.366666666666666,8.27,6.08,21,43.0,0.0,0.0
550542,2022-04-04 10:14:08-04:00,2022-04-04 10,1.9,671,11.183333333333334,13.57,8.13,10,48.0,0.0,0.0
2283726,2022-04-08 14:33:00-04:00,2022-04-08 14,23.85,4227,70.45,81.44,67.92,14,59.7,0.0,0.0
2394132,2022-04-08 18:51:04-04:00,2022-04-08 18,2.25,973,16.216666666666665,13.31,11.46,18,56.9,0.0,0.0
1541636,2022-04-06 21:02:37-04:00,2022-04-06 21,5.83,1608,26.8,24.71,21.81,21,49.8,0.0,0.0
2494557,2022-04-08 22:48:55-04:00,2022-04-08 22,1.5,491,8.183333333333334,7.91,7.24,22,51.5,0.0,0.0
887916,2022-04-05 09:42:06-04:00,2022-04-05 09,1.37,660,11.0,11.49,8.29,9,46.6,0.0,0.0
2877498,2022-04-09 18:15:50-04:00,2022-04-09 18,3.17,1687,28.116666666666667,34.45,22.94,18,52.1,0.0,0.0
395452,2022-04-03 21:26:50-04:00,2022-04-03 21,2.77,751,12.516666666666667,15.56,11.27,21,43.0,0.0,0.0
84530,2022-04-03 03:54:08-04:00,2022-04-03 03,4.18,1062,17.7,37.14,26.95,3,42.2,0.0,0.0
2412100,2022-04-08 19:31:21-04:00,2022-04-08 19,4.23,1266,21.1,41.32,28.48,19,55.7,0.0,0.0
400419,2022-04-03 21:12:01-04:00,2022-04-03 21,0.36,129,2.15,8.27,8.89,21,43.0,0.0,0.0
2145666,2022-04-08 07:36:16-04:00,2022-04-08 07,2.64,542,9.033333333333333,17.18,8.09,7,49.3,0.0,0.0
2449480,2022-04-08 20:31:56-04:00,2022-04-08 20,4.76,588,9.8,13.54,14.09,20,54.5,0.0,0.0
2416100,2022-04-08 19:47:19-04:00,2022-04-08 19,9.25,1391,23.183333333333334,43.16,35.01,19,55.7,0.0,0.0
640972,2022-04-04 15:13:59-04:00,2022-04-04 15,6.43,1585,26.416666666666668,22.42,21.43,15,52.5,0.0,0.0
1058578,2022-04-05 18:31:23-04:00,2022-04-05 18,1.93,768,12.8,11.87,9.01,18,49.4,0.0,0.0
1587238,2022-04-06 23:30:21-04:00,2022-04-06 23,4.06,1269,21.15,0.0,17.95,23,48.7,0.0,0.0
2263409,2022-04-08 13:55:03-04:00,2022-04-08 13,2.75,925,15.416666666666666,21.87,22.89,13,58.8,0.0,4.08
2956878,2022-04-09 20:08:54-04:00,2022-04-09 20,1.44,940,15.666666666666666,12.68,9.96,20,50.4,0.0,5.0
2579071,2022-04-09 01:27:10-04:00,2022-04-09 01,1.9,589,9.816666666666666,13.48,8.53,1,50.6,0.0,0.0
2280643,2022-04-08 13:50:00-04:00,2022-04-08 13,16.45,3378,56.3,65.17,57.25,13,58.8,0.0,0.0
2854274,2022-04-09 17:41:44-04:00,2022-04-09 17,3.51,1915,31.916666666666668,23.79,23.28,17,52.2,0.0,0.0
1438436,2022-04-06 16:25:37-04:00,2022-04-06 16,3.83,1449,24.15,24.0,18.61,16,51.4,0.0,0.0
789351,2022-04-04 23:58:57-04:00,2022-04-04 23,2.69,819,13.65,15.35,10.34,23,46.0,0.0,0.0
663143,2022-04-04 16:28:48-04:00,2022-04-04 16,2.09,684,11.4,12.78,9.08,16,52.6,0.0,0.0
534401,2022-04-04 09:58:26-04:00,2022-04-04 09,24.51,1792,29.866666666666667,52.29,45.88,9,45.4,0.0,9.19
2542736,2022-04-08 23:39:57-04:00,2022-04-08 23,15.92,1550,25.833333333333332,80.61,44.34,23,51.7,0.0,0.0
282315,2022-04-03 16:28:51-04:00,2022-04-03 16,4.09,740,12.333333333333334,18.28,11.38,16,46.1,0.0,3.48
1972425,2022-04-07 19:04:52-04:00,2022-04-07 19,7.88,1089,18.15,28.1,18.84,19,51.4,1.8,0.0
1008094,2022-04-05 16:20:55-04:00,2022-04-05 16,5.5,1358,22.633333333333333,35.05,19.92,16,50.9,0.0,0.0
1042071,2022-04-05 17:59:15-04:00,2022-04-05 17,22.31,4215,70.25,77.39,66.38,17,49.4,0.0,0.0
1572822,2022-04-06 22:31:52-04:00,2022-04-06 22,8.91,1279,21.316666666666666,29.93,36.62,22,48.9,0.0,4.54
2373059,2022-04-08 17:45:14-04:00,2022-04-08 17,6.43,1850,30.833333333333332,33.69,28.51,17,58.2,0.0,0.0
2160040,2022-04-08 07:54:47-04:00,2022-04-08 07,5.73,889,14.816666666666666,22.07,14.49,7,49.3,0.0,0.0
2759601,2022-04-09 13:06:57-04:00,2022-04-09 13,2.52,1411,23.516666666666666,24.25,15.63,13,52.0,0.2,0.0
